ip,timestamp,request,status,bytes
48.142.47.249,17/Apr/2023:07:37:35 ,DELETE /perfil/item-14 HTTP/1.1,201,10456
14.139.33.87,27/Oct/2023:20:50:14 ,POST /produtos/item-10 HTTP/1.1,200,7836
121.27.83.184,29/Jul/2023:19:27:01 ,GET /login/item-73 HTTP/1.1,500,4673
94.1.9.107,21/Apr/2023:10:46:00 ,GET /produtos/item-41 HTTP/1.1,200,3204
110.57.23.54,19/Aug/2023:23:38:37 ,POST /checkout/item-26 HTTP/1.1,200,7680
26.253.72.212,21/Jun/2023:18:53:04 ,PUT /login/item-50 HTTP/1.1,200,8747
18.214.93.159,29/Oct/2023:06:42:44 ,DELETE /perfil/item-27 HTTP/1.1,500,8133
37.82.107.194,21/Feb/2023:03:53:37 ,PUT /perfil/item-34 HTTP/1.1,200,9143
31.167.48.12,11/Feb/2023:19:08:49 ,DELETE /checkout/item-12 HTTP/1.1,500,10739
208.37.45.238,20/Feb/2023:08:02:43 ,GET /produtos/item-16 HTTP/1.1,404,8921
12.70.223.252,26/Nov/2023:14:34:32 ,GET /produtos/item-13 HTTP/1.1,201,13828
135.59.117.109,23/Jul/2023:15:44:04 ,PUT /checkout/item-19 HTTP/1.1,302,3158
116.176.201.169,20/Apr/2023:01:02:37 ,DELETE /carrinho/item-45 HTTP/1.1,200,2239
4.65.150.189,18/Mar/2023:14:17:47 ,POST /produtos/item-1 HTTP/1.1,200,7147
109.20.87.193,14/Aug/2023:22:51:11 ,PUT /checkout/item-29 HTTP/1.1,201,2748
100.46.35.210,17/Mar/2023:21:25:31 ,POST /busca/item-4 HTTP/1.1,404,10061
77.156.91.236,20/Jan/2023:11:37:33 ,POST /login/item-43 HTTP/1.1,201,3366
181.53.26.81,04/Oct/2023:08:37:44 ,GET /produtos/item-4 HTTP/1.1,200,3142
199.171.76.73,16/Feb/2023:22:28:56 ,GET /busca/item-7 HTTP/1.1,404,3789
15.49.40.71,15/Aug/2023:02:47:29 ,POST /carrinho/item-51 HTTP/1.1,500,617
207.57.40.113,27/Mar/2023:18:05:12 ,DELETE /carrinho/item-2 HTTP/1.1,302,10946
214.47.18.142,31/Oct/2023:01:15:32 ,PUT /carrinho/item-40 HTTP/1.1,302,13097
85.224.99.250,04/Mar/2023:01:23:58 ,DELETE /carrinho/item-46 HTTP/1.1,404,3640
219.79.226.6,20/Jan/2023:03:33:35 ,DELETE /produtos/item-10 HTTP/1.1,500,6135
12.244.190.227,17/Jun/2023:19:42:23 ,DELETE /busca/item-95 HTTP/1.1,201,7011
74.246.81.143,12/Jan/2023:07:33:50 ,PUT /produtos/item-9 HTTP/1.1,500,14096
219.216.101.122,26/Sep/2023:12:23:49 ,PUT /carrinho/item-54 HTTP/1.1,200,3954
203.45.70.117,12/May/2023:03:30:36 ,GET /produtos/item-90 HTTP/1.1,200,13571
156.116.84.27,03/Jul/2023:08:45:54 ,GET /busca/item-97 HTTP/1.1,302,10839
115.223.236.58,29/Dec/2023:01:47:51 ,POST /checkout/item-56 HTTP/1.1,500,3998
103.24.111.87,23/Feb/2023:08:49:05 ,PUT /produtos/item-61 HTTP/1.1,404,1287
64.121.116.118,11/Jul/2023:07:45:26 ,POST /checkout/item-64 HTTP/1.1,200,7628
3.9.31.91,12/Sep/2023:10:01:12 ,POST /busca/item-79 HTTP/1.1,201,1581
184.214.214.131,21/Jul/2023:05:50:39 ,POST /login/item-53 HTTP/1.1,500,3213
63.80.11.78,09/Mar/2023:07:57:07 ,GET /login/item-7 HTTP/1.1,500,3469
116.172.49.241,03/Aug/2023:05:01:35 ,GET /produtos/item-66 HTTP/1.1,201,9047
222.95.211.168,30/Jul/2023:16:57:00 ,GET /carrinho/item-17 HTTP/1.1,302,14365
25.188.64.130,15/Oct/2023:10:16:56 ,DELETE /produtos/item-40 HTTP/1.1,302,9531
74.51.20.110,01/Apr/2023:21:40:36 ,PUT /checkout/item-40 HTTP/1.1,201,7270
120.208.30.44,29/May/2023:11:28:07 ,DELETE /busca/item-7 HTTP/1.1,500,2204
87.100.7.213,14/May/2023:04:59:36 ,POST /checkout/item-19 HTTP/1.1,200,12181
58.97.62.222,07/Sep/2023:08:02:08 ,PUT /login/item-13 HTTP/1.1,201,14722
143.126.13.138,01/Apr/2023:08:55:38 ,POST /login/item-64 HTTP/1.1,200,13230
162.107.35.217,12/Jul/2023:16:55:34 ,DELETE /busca/item-34 HTTP/1.1,302,6677
32.33.44.0,22/Dec/2023:22:33:37 ,DELETE /checkout/item-14 HTTP/1.1,500,621
60.208.4.156,09/May/2023:10:47:22 ,POST /perfil/item-56 HTTP/1.1,302,1681
40.40.50.184,29/Oct/2023:06:05:02 ,PUT /perfil/item-6 HTTP/1.1,500,10509
49.125.178.66,01/Nov/2023:18:33:42 ,GET /login/item-75 HTTP/1.1,201,6734
171.238.82.173,09/Jan/2023:13:37:00 ,GET /perfil/item-70 HTTP/1.1,500,5515
17.31.171.95,03/Oct/2023:16:21:23 ,POST /login/item-67 HTTP/1.1,201,11978
58.207.253.39,17/Apr/2023:09:36:20 ,DELETE /checkout/item-79 HTTP/1.1,302,7682
190.39.227.17,10/Sep/2023:21:42:55 ,PUT /login/item-44 HTTP/1.1,302,2223
96.9.101.54,22/Nov/2023:11:29:33 ,PUT /produtos/item-22 HTTP/1.1,201,11101
1.119.97.17,13/Mar/2023:22:30:37 ,DELETE /carrinho/item-93 HTTP/1.1,302,2861
6.19.202.242,02/Aug/2023:08:00:13 ,POST /busca/item-56 HTTP/1.1,200,7689
184.242.223.97,22/Feb/2023:21:35:49 ,PUT /produtos/item-1 HTTP/1.1,500,2320
196.59.169.236,16/Apr/2023:03:15:15 ,PUT /carrinho/item-6 HTTP/1.1,200,14139
60.168.11.9,07/Mar/2023:14:18:02 ,POST /login/item-100 HTTP/1.1,302,10935
100.222.105.105,12/Sep/2023:14:40:21 ,DELETE /carrinho/item-7 HTTP/1.1,404,10751
175.255.252.82,13/Jan/2023:18:13:41 ,GET /checkout/item-73 HTTP/1.1,500,12641
207.229.52.224,11/Dec/2023:12:05:31 ,DELETE /busca/item-7 HTTP/1.1,201,3442
177.117.38.207,27/Feb/2023:04:52:58 ,POST /checkout/item-56 HTTP/1.1,302,8957
108.93.234.112,31/May/2023:01:57:24 ,PUT /login/item-73 HTTP/1.1,302,11480
135.16.241.175,15/Nov/2023:22:20:06 ,PUT /login/item-65 HTTP/1.1,500,13775
167.45.254.17,13/Jan/2023:13:01:18 ,GET /carrinho/item-80 HTTP/1.1,404,11375
202.108.248.229,24/Jan/2023:20:03:33 ,GET /busca/item-79 HTTP/1.1,500,1926
90.98.35.196,05/Jan/2023:18:29:48 ,POST /checkout/item-56 HTTP/1.1,200,7242
45.122.113.69,11/Dec/2023:02:23:31 ,DELETE /carrinho/item-55 HTTP/1.1,200,3888
194.133.196.47,20/May/2023:02:38:26 ,GET /produtos/item-87 HTTP/1.1,302,6819
61.25.197.134,05/Nov/2023:10:40:52 ,PUT /carrinho/item-16 HTTP/1.1,404,12173
51.147.57.39,07/Mar/2023:01:36:35 ,PUT /login/item-31 HTTP/1.1,201,5480
96.5.129.188,06/Oct/2023:20:11:01 ,POST /perfil/item-16 HTTP/1.1,200,12306
206.246.3.226,06/Feb/2023:15:36:05 ,GET /checkout/item-94 HTTP/1.1,302,1888
192.133.76.22,06/Nov/2023:06:00:21 ,DELETE /perfil/item-60 HTTP/1.1,200,14579
23.214.113.137,01/May/2023:19:25:55 ,POST /carrinho/item-63 HTTP/1.1,500,8800
139.249.214.3,31/Aug/2023:00:53:39 ,GET /carrinho/item-42 HTTP/1.1,201,8093
169.182.199.162,04/Mar/2023:04:32:11 ,GET /checkout/item-75 HTTP/1.1,302,2774
55.15.236.167,25/Dec/2023:05:13:27 ,POST /produtos/item-60 HTTP/1.1,500,4299
83.178.189.108,01/Mar/2023:11:32:47 ,POST /checkout/item-86 HTTP/1.1,200,2400
38.101.70.209,16/Nov/2023:01:18:04 ,PUT /produtos/item-59 HTTP/1.1,302,3608
221.153.93.125,29/Aug/2023:05:05:14 ,GET /produtos/item-87 HTTP/1.1,200,12948
18.237.80.60,06/Apr/2023:04:58:16 ,PUT /carrinho/item-58 HTTP/1.1,500,10072
43.156.221.122,21/Jan/2023:20:01:02 ,POST /carrinho/item-62 HTTP/1.1,302,12212
8.225.241.151,06/Apr/2023:23:01:28 ,POST /busca/item-47 HTTP/1.1,201,5330
163.189.217.17,12/Aug/2023:01:16:32 ,GET /checkout/item-23 HTTP/1.1,404,9822
219.76.12.9,28/Nov/2023:20:34:19 ,POST /login/item-62 HTTP/1.1,201,13020
111.118.40.55,25/Jan/2023:11:28:04 ,POST /checkout/item-87 HTTP/1.1,201,8191
103.251.166.77,02/Dec/2023:04:30:17 ,PUT /produtos/item-16 HTTP/1.1,200,3271
23.135.189.245,03/Dec/2023:10:41:43 ,GET /login/item-76 HTTP/1.1,500,12434
182.230.47.121,16/Dec/2023:18:23:35 ,GET /perfil/item-28 HTTP/1.1,201,10989
173.66.180.151,22/Apr/2023:03:12:06 ,GET /checkout/item-78 HTTP/1.1,404,7551
70.193.207.138,30/Nov/2023:12:02:45 ,DELETE /produtos/item-22 HTTP/1.1,302,10493
153.215.173.18,18/Jul/2023:15:57:15 ,POST /busca/item-94 HTTP/1.1,200,3486
65.6.145.24,03/May/2023:00:52:30 ,PUT /carrinho/item-16 HTTP/1.1,302,2983
138.122.75.1,03/Nov/2023:06:01:33 ,POST /carrinho/item-93 HTTP/1.1,302,8144
166.94.23.222,18/Oct/2023:18:25:24 ,POST /perfil/item-40 HTTP/1.1,500,8362
202.226.61.20,19/Aug/2023:17:18:32 ,POST /busca/item-88 HTTP/1.1,302,12515
31.113.109.41,26/Apr/2023:16:54:55 ,DELETE /checkout/item-26 HTTP/1.1,302,12525
176.60.66.136,02/Feb/2023:00:40:55 ,DELETE /produtos/item-7 HTTP/1.1,201,14621
41.15.158.72,18/Jul/2023:15:11:21 ,PUT /checkout/item-22 HTTP/1.1,500,10737
109.134.148.252,28/Oct/2023:06:39:10 ,GET /login/item-76 HTTP/1.1,201,8502
110.251.243.84,04/Nov/2023:03:05:29 ,PUT /login/item-6 HTTP/1.1,404,1099
17.92.120.246,16/Mar/2023:21:13:36 ,POST /busca/item-49 HTTP/1.1,302,2927
11.245.18.128,10/May/2023:01:08:26 ,DELETE /checkout/item-83 HTTP/1.1,200,7121
94.227.150.92,04/Feb/2023:05:32:40 ,POST /perfil/item-81 HTTP/1.1,201,620
131.193.208.215,20/Jun/2023:03:51:08 ,POST /checkout/item-73 HTTP/1.1,404,6733
76.196.195.251,01/Apr/2023:08:56:50 ,GET /checkout/item-62 HTTP/1.1,500,5710
16.8.130.41,10/Apr/2023:22:38:25 ,GET /produtos/item-34 HTTP/1.1,200,9988
206.82.229.22,22/Jan/2023:02:45:53 ,GET /produtos/item-50 HTTP/1.1,200,562
116.135.218.235,15/Jan/2023:05:00:34 ,POST /perfil/item-81 HTTP/1.1,404,4065
177.161.138.176,18/Apr/2023:15:14:51 ,POST /perfil/item-69 HTTP/1.1,500,7719
207.204.59.215,22/Feb/2023:20:36:01 ,PUT /login/item-38 HTTP/1.1,302,5846
148.45.111.98,24/Jan/2023:20:16:18 ,GET /carrinho/item-46 HTTP/1.1,302,8271
184.157.56.242,15/Mar/2023:04:01:30 ,PUT /produtos/item-49 HTTP/1.1,404,4950
212.142.133.212,14/Sep/2023:15:08:50 ,DELETE /checkout/item-14 HTTP/1.1,302,2215
133.72.188.165,12/Jan/2023:23:48:43 ,DELETE /busca/item-92 HTTP/1.1,404,10397
63.142.178.21,14/Sep/2023:17:09:43 ,PUT /produtos/item-28 HTTP/1.1,201,1089
39.151.197.229,29/Jan/2023:16:11:38 ,PUT /produtos/item-62 HTTP/1.1,201,722
140.146.46.219,01/Apr/2023:08:21:50 ,GET /login/item-69 HTTP/1.1,201,7129
70.67.65.23,12/Mar/2023:14:50:40 ,PUT /busca/item-11 HTTP/1.1,404,6151
169.75.242.66,10/May/2023:03:13:30 ,DELETE /checkout/item-14 HTTP/1.1,404,10669
171.106.144.49,08/Oct/2023:23:45:30 ,POST /perfil/item-60 HTTP/1.1,302,13296
121.148.95.211,03/Aug/2023:10:24:23 ,GET /checkout/item-90 HTTP/1.1,200,13134
51.203.1.56,07/May/2023:19:23:19 ,PUT /perfil/item-40 HTTP/1.1,404,13957
29.215.248.102,21/Apr/2023:10:03:32 ,DELETE /perfil/item-76 HTTP/1.1,201,9562
85.44.201.140,06/Feb/2023:19:10:59 ,PUT /busca/item-64 HTTP/1.1,201,6257
141.216.48.118,20/Jul/2023:19:35:23 ,DELETE /checkout/item-33 HTTP/1.1,404,3409
181.239.152.74,12/Aug/2023:11:38:13 ,POST /checkout/item-36 HTTP/1.1,302,10335
175.178.211.193,22/May/2023:07:42:24 ,POST /carrinho/item-6 HTTP/1.1,201,233
220.63.211.147,02/Feb/2023:15:57:46 ,POST /produtos/item-26 HTTP/1.1,500,8285
122.0.90.133,18/Jun/2023:07:46:24 ,POST /login/item-44 HTTP/1.1,200,4934
143.104.84.110,09/Apr/2023:01:44:35 ,GET /busca/item-46 HTTP/1.1,201,7715
137.248.133.86,02/Apr/2023:23:21:13 ,POST /produtos/item-64 HTTP/1.1,200,11214
177.219.0.156,29/Jan/2023:02:18:45 ,PUT /perfil/item-80 HTTP/1.1,404,3748
189.201.179.71,29/Sep/2023:00:30:09 ,POST /checkout/item-20 HTTP/1.1,201,391
17.34.217.190,30/Jan/2023:15:53:56 ,DELETE /carrinho/item-100 HTTP/1.1,302,8113
176.155.207.9,21/Feb/2023:00:04:52 ,POST /busca/item-30 HTTP/1.1,302,6329
79.163.197.231,29/Oct/2023:17:50:57 ,POST /checkout/item-78 HTTP/1.1,201,11215
6.104.33.224,11/Oct/2023:00:46:24 ,PUT /checkout/item-90 HTTP/1.1,302,10649
38.67.10.131,15/Aug/2023:18:07:16 ,PUT /busca/item-23 HTTP/1.1,500,3397
84.117.201.142,20/Jan/2023:00:11:43 ,PUT /carrinho/item-31 HTTP/1.1,200,5037
163.253.200.178,08/May/2023:21:22:19 ,DELETE /carrinho/item-99 HTTP/1.1,200,8649
71.41.154.106,08/Jul/2023:09:05:38 ,DELETE /busca/item-19 HTTP/1.1,404,11992
48.50.59.78,19/May/2023:19:11:24 ,PUT /login/item-66 HTTP/1.1,302,1573
204.137.80.102,14/Sep/2023:23:05:28 ,DELETE /login/item-55 HTTP/1.1,200,4566
114.59.119.69,02/Dec/2023:14:55:16 ,PUT /login/item-43 HTTP/1.1,200,899
213.57.56.67,01/Feb/2023:00:39:05 ,POST /carrinho/item-82 HTTP/1.1,302,14173
25.104.14.137,24/Jun/2023:13:28:38 ,DELETE /produtos/item-18 HTTP/1.1,201,9071
31.118.156.217,12/Oct/2023:17:18:07 ,DELETE /produtos/item-81 HTTP/1.1,500,9516
59.79.189.234,28/Nov/2023:13:33:14 ,PUT /busca/item-52 HTTP/1.1,500,11171
71.134.22.85,27/Jul/2023:01:37:53 ,PUT /perfil/item-18 HTTP/1.1,500,675
96.162.160.48,13/Sep/2023:05:36:28 ,POST /checkout/item-16 HTTP/1.1,302,4252
216.37.179.41,02/Oct/2023:16:18:47 ,POST /carrinho/item-41 HTTP/1.1,500,9899
91.197.146.214,15/May/2023:00:24:05 ,DELETE /login/item-39 HTTP/1.1,201,5531
50.26.141.183,30/Jul/2023:01:03:23 ,PUT /carrinho/item-98 HTTP/1.1,302,13117
209.164.135.1,03/Nov/2023:20:20:36 ,GET /perfil/item-82 HTTP/1.1,404,11440
63.26.133.189,24/May/2023:14:08:29 ,PUT /checkout/item-78 HTTP/1.1,302,12905
136.47.124.195,30/Aug/2023:20:17:52 ,POST /checkout/item-94 HTTP/1.1,200,12106
192.175.30.11,24/May/2023:21:45:02 ,PUT /busca/item-37 HTTP/1.1,200,11856
4.222.98.255,10/Aug/2023:23:50:13 ,POST /busca/item-83 HTTP/1.1,200,9743
37.33.116.41,11/Jul/2023:11:59:09 ,GET /produtos/item-28 HTTP/1.1,500,3958
220.203.193.62,07/Jan/2023:03:58:49 ,POST /perfil/item-6 HTTP/1.1,200,5646
87.53.248.210,24/Jul/2023:13:28:01 ,GET /perfil/item-93 HTTP/1.1,404,9847
161.125.202.199,05/Nov/2023:12:25:34 ,PUT /login/item-40 HTTP/1.1,404,10727
182.4.203.43,21/Feb/2023:23:21:40 ,GET /perfil/item-8 HTTP/1.1,302,13555
98.184.74.53,24/Dec/2023:19:22:10 ,GET /checkout/item-76 HTTP/1.1,200,10494
173.167.88.160,23/Jul/2023:03:17:04 ,GET /perfil/item-41 HTTP/1.1,500,2495
5.219.179.119,02/Aug/2023:09:55:53 ,PUT /checkout/item-91 HTTP/1.1,200,8391
161.120.105.32,03/Oct/2023:19:30:36 ,DELETE /carrinho/item-24 HTTP/1.1,500,10478
209.100.177.194,21/Mar/2023:12:10:52 ,DELETE /carrinho/item-37 HTTP/1.1,404,8438
137.90.75.175,05/Dec/2023:08:25:41 ,DELETE /produtos/item-95 HTTP/1.1,200,4993
201.248.106.151,27/Apr/2023:08:30:32 ,GET /login/item-98 HTTP/1.1,302,8744
113.102.127.203,22/Jan/2023:06:21:03 ,GET /login/item-97 HTTP/1.1,200,10731
154.181.207.7,10/Mar/2023:21:40:38 ,GET /carrinho/item-26 HTTP/1.1,404,5102
81.16.70.109,04/Aug/2023:10:23:13 ,GET /login/item-40 HTTP/1.1,200,11993
144.133.85.246,26/Jun/2023:18:58:58 ,DELETE /login/item-63 HTTP/1.1,500,2028
204.171.200.171,11/Feb/2023:19:03:46 ,PUT /login/item-68 HTTP/1.1,201,1923
171.148.121.52,22/May/2023:20:44:18 ,DELETE /carrinho/item-97 HTTP/1.1,404,14315
101.180.254.32,03/Sep/2023:17:49:04 ,PUT /carrinho/item-23 HTTP/1.1,200,4404
207.210.30.54,16/Aug/2023:16:47:25 ,GET /perfil/item-56 HTTP/1.1,200,11025
178.133.181.234,23/Sep/2023:06:39:19 ,POST /checkout/item-52 HTTP/1.1,500,4542
78.208.24.23,15/Nov/2023:12:20:46 ,DELETE /carrinho/item-74 HTTP/1.1,302,1637
120.2.219.181,08/May/2023:23:36:39 ,DELETE /login/item-37 HTTP/1.1,201,12015
23.210.96.108,20/Apr/2023:08:35:30 ,POST /busca/item-82 HTTP/1.1,201,5953
181.209.21.45,15/Apr/2023:15:29:54 ,GET /checkout/item-36 HTTP/1.1,404,1994
118.84.0.138,25/Dec/2023:08:17:42 ,PUT /checkout/item-69 HTTP/1.1,302,14789
23.121.4.65,04/Aug/2023:18:22:53 ,PUT /carrinho/item-90 HTTP/1.1,302,3460
158.1.227.252,23/Jan/2023:10:38:38 ,DELETE /login/item-14 HTTP/1.1,404,6101
64.252.35.96,24/Apr/2023:13:13:07 ,GET /login/item-86 HTTP/1.1,404,7849
207.145.13.13,20/Jun/2023:06:17:24 ,DELETE /produtos/item-3 HTTP/1.1,302,11333
108.157.238.87,17/Apr/2023:16:56:31 ,PUT /carrinho/item-83 HTTP/1.1,200,9742
30.198.180.141,20/Apr/2023:01:35:24 ,POST /produtos/item-98 HTTP/1.1,200,10545
187.212.224.145,05/Jul/2023:13:33:42 ,PUT /produtos/item-28 HTTP/1.1,201,6010
12.124.250.60,16/Jan/2023:18:43:54 ,PUT /produtos/item-52 HTTP/1.1,200,14575
190.25.104.111,05/Feb/2023:13:42:33 ,POST /perfil/item-24 HTTP/1.1,404,11866
96.189.187.147,31/Jul/2023:16:45:18 ,DELETE /perfil/item-91 HTTP/1.1,404,4051
198.106.80.154,11/Jul/2023:06:30:31 ,PUT /perfil/item-30 HTTP/1.1,500,3567
107.74.223.70,10/Aug/2023:07:12:29 ,POST /login/item-34 HTTP/1.1,201,7277
205.219.77.216,29/Sep/2023:17:37:01 ,DELETE /produtos/item-3 HTTP/1.1,201,9029
222.227.165.156,18/May/2023:23:45:20 ,DELETE /busca/item-5 HTTP/1.1,201,5159
3.153.70.62,21/Jan/2023:08:04:01 ,DELETE /login/item-19 HTTP/1.1,200,14465
112.174.204.181,04/Sep/2023:16:12:05 ,DELETE /produtos/item-62 HTTP/1.1,500,13185
105.56.78.32,01/Jun/2023:06:56:39 ,POST /produtos/item-69 HTTP/1.1,201,1398
31.42.36.203,22/Mar/2023:01:55:25 ,DELETE /carrinho/item-13 HTTP/1.1,200,2567
185.9.127.249,07/Dec/2023:18:20:46 ,DELETE /perfil/item-98 HTTP/1.1,302,11606
144.235.140.127,31/Mar/2023:14:02:31 ,POST /busca/item-73 HTTP/1.1,302,266
221.16.49.20,15/Jan/2023:23:58:51 ,DELETE /login/item-45 HTTP/1.1,302,12693
130.95.55.85,11/May/2023:06:42:04 ,DELETE /busca/item-44 HTTP/1.1,500,9290
55.24.212.192,16/Feb/2023:20:48:41 ,POST /perfil/item-33 HTTP/1.1,500,6870
97.249.246.35,25/Jul/2023:12:25:57 ,GET /perfil/item-100 HTTP/1.1,200,10971
117.188.116.209,22/Feb/2023:11:31:56 ,POST /produtos/item-78 HTTP/1.1,404,2593
86.174.103.30,25/Nov/2023:02:08:47 ,GET /busca/item-46 HTTP/1.1,404,4471
87.65.72.36,26/Jul/2023:01:25:22 ,PUT /checkout/item-81 HTTP/1.1,302,11073
195.127.171.81,14/Apr/2023:07:31:34 ,PUT /produtos/item-3 HTTP/1.1,302,2175
88.121.80.100,24/Dec/2023:10:12:50 ,GET /login/item-65 HTTP/1.1,500,6233
217.36.27.77,08/Apr/2023:00:46:16 ,POST /carrinho/item-89 HTTP/1.1,302,497
138.133.155.44,18/Mar/2023:15:53:21 ,DELETE /login/item-92 HTTP/1.1,200,3098
118.185.63.97,01/May/2023:03:33:12 ,GET /carrinho/item-93 HTTP/1.1,201,347
126.177.148.92,03/Jun/2023:18:48:59 ,GET /busca/item-94 HTTP/1.1,200,14819
26.189.184.219,18/Jan/2023:09:35:50 ,PUT /perfil/item-75 HTTP/1.1,500,7373
205.4.92.77,15/Feb/2023:02:31:38 ,DELETE /checkout/item-76 HTTP/1.1,302,4696
52.138.238.104,15/Nov/2023:11:47:40 ,PUT /carrinho/item-25 HTTP/1.1,404,6906
207.89.130.221,20/Mar/2023:18:54:47 ,POST /perfil/item-13 HTTP/1.1,404,13334
213.102.136.199,11/Aug/2023:20:57:06 ,POST /perfil/item-82 HTTP/1.1,404,4034
168.159.60.122,16/Mar/2023:23:38:41 ,GET /checkout/item-20 HTTP/1.1,302,10609
211.117.244.163,11/Jul/2023:02:11:40 ,DELETE /login/item-77 HTTP/1.1,500,9210
22.151.126.50,20/Nov/2023:08:26:32 ,PUT /produtos/item-54 HTTP/1.1,404,4506
217.126.208.93,08/Sep/2023:00:00:29 ,POST /checkout/item-39 HTTP/1.1,404,1450
15.128.225.149,25/Mar/2023:15:14:04 ,POST /checkout/item-77 HTTP/1.1,302,8494
191.42.236.100,25/Oct/2023:19:57:33 ,POST /checkout/item-6 HTTP/1.1,201,6539
56.222.71.125,15/Sep/2023:05:03:15 ,PUT /busca/item-90 HTTP/1.1,200,13554
134.151.25.31,20/Dec/2023:00:10:19 ,DELETE /checkout/item-6 HTTP/1.1,500,4913
190.110.72.227,12/Feb/2023:06:54:55 ,PUT /checkout/item-69 HTTP/1.1,404,14735
87.149.135.247,12/Sep/2023:05:00:59 ,PUT /login/item-63 HTTP/1.1,200,1098
82.95.187.60,20/Nov/2023:18:04:38 ,PUT /perfil/item-3 HTTP/1.1,201,7865
134.221.191.8,15/Dec/2023:02:12:17 ,DELETE /perfil/item-16 HTTP/1.1,302,8509
223.0.4.213,17/Oct/2023:06:54:00 ,POST /carrinho/item-62 HTTP/1.1,404,2873
115.243.52.40,24/Sep/2023:02:44:28 ,POST /perfil/item-82 HTTP/1.1,201,12687
139.242.85.197,20/Jun/2023:04:16:18 ,PUT /login/item-43 HTTP/1.1,200,14145
16.173.195.39,14/Nov/2023:16:59:35 ,GET /login/item-63 HTTP/1.1,201,8203
204.183.78.108,03/Mar/2023:08:14:43 ,POST /produtos/item-73 HTTP/1.1,201,7614
149.86.15.202,24/Aug/2023:09:07:51 ,POST /busca/item-62 HTTP/1.1,500,6422
162.88.241.17,14/Nov/2023:14:40:08 ,GET /checkout/item-7 HTTP/1.1,404,5244
210.212.151.19,01/Jan/2023:08:42:55 ,POST /carrinho/item-63 HTTP/1.1,201,8063
116.203.92.14,08/Jul/2023:22:39:53 ,POST /carrinho/item-66 HTTP/1.1,302,820
131.166.17.15,23/Jun/2023:06:38:31 ,DELETE /produtos/item-64 HTTP/1.1,404,7067
140.167.74.182,10/May/2023:11:22:07 ,DELETE /busca/item-4 HTTP/1.1,201,6180
137.60.197.87,25/May/2023:19:50:27 ,DELETE /perfil/item-2 HTTP/1.1,201,738
95.19.194.213,23/Jan/2023:14:17:03 ,POST /checkout/item-85 HTTP/1.1,500,325
22.96.15.75,08/May/2023:15:17:47 ,PUT /produtos/item-32 HTTP/1.1,201,456
80.1.239.219,05/Feb/2023:14:56:19 ,PUT /perfil/item-95 HTTP/1.1,500,10162
180.135.104.190,23/Apr/2023:21:50:36 ,PUT /carrinho/item-65 HTTP/1.1,500,3247
184.7.19.121,03/Sep/2023:21:25:56 ,POST /carrinho/item-27 HTTP/1.1,404,8855
107.143.52.16,24/Apr/2023:21:27:57 ,DELETE /perfil/item-9 HTTP/1.1,500,3382
56.163.252.5,27/Apr/2023:04:10:16 ,GET /produtos/item-60 HTTP/1.1,200,14274
14.157.243.128,25/Feb/2023:09:19:46 ,GET /login/item-67 HTTP/1.1,200,10429
10.170.179.2,31/Mar/2023:06:41:32 ,POST /checkout/item-77 HTTP/1.1,302,3682
205.125.56.115,14/Jun/2023:16:35:56 ,GET /produtos/item-82 HTTP/1.1,500,1163
66.205.72.84,11/Jun/2023:19:29:39 ,POST /carrinho/item-3 HTTP/1.1,404,1706
132.240.53.236,12/Oct/2023:08:06:18 ,POST /perfil/item-52 HTTP/1.1,302,14041
54.197.64.59,25/Sep/2023:15:33:02 ,POST /login/item-85 HTTP/1.1,500,14051
94.170.78.84,31/May/2023:09:29:34 ,DELETE /checkout/item-59 HTTP/1.1,500,5041
124.213.68.211,31/Dec/2023:17:55:09 ,GET /perfil/item-81 HTTP/1.1,404,3044
118.70.121.208,21/Nov/2023:23:13:09 ,GET /produtos/item-93 HTTP/1.1,201,400
63.192.87.66,14/Oct/2023:22:37:48 ,GET /checkout/item-83 HTTP/1.1,500,4963
54.97.247.1,02/Sep/2023:08:29:47 ,PUT /login/item-54 HTTP/1.1,200,7089
36.157.211.44,30/Sep/2023:10:57:22 ,DELETE /login/item-38 HTTP/1.1,404,13024
153.191.39.102,05/Aug/2023:18:48:04 ,GET /login/item-27 HTTP/1.1,302,14483
90.155.86.95,27/Nov/2023:13:07:21 ,GET /produtos/item-7 HTTP/1.1,302,5957
17.76.35.82,04/Mar/2023:02:10:25 ,GET /produtos/item-55 HTTP/1.1,201,14340
99.44.178.190,03/Nov/2023:00:50:57 ,DELETE /login/item-93 HTTP/1.1,500,14970
216.29.163.230,25/Aug/2023:13:25:54 ,GET /perfil/item-3 HTTP/1.1,302,12781
183.20.144.250,15/Nov/2023:21:06:28 ,PUT /checkout/item-61 HTTP/1.1,200,1559
52.68.222.71,05/Oct/2023:13:52:06 ,PUT /perfil/item-70 HTTP/1.1,404,5703
4.228.141.116,30/Aug/2023:18:20:47 ,POST /perfil/item-68 HTTP/1.1,200,11475
161.214.178.243,19/Jun/2023:05:06:25 ,PUT /perfil/item-6 HTTP/1.1,404,1395
21.50.35.251,27/Jun/2023:20:51:07 ,POST /busca/item-65 HTTP/1.1,302,7867
171.90.79.186,12/Nov/2023:14:38:35 ,GET /busca/item-100 HTTP/1.1,404,9702
